0.0001,0.0026394,0.027902,0.057833,0.14767,0.18937
0.0002,0.00022505,0.0030256,0.0078589,0.032235,0.048579
0.0003,1.4992e-05,0.000261,0.00087643,0.0062008,0.01122
0.0004,8.8945e-07,2.0399e-05,9.0829e-05,0.0011554,0.0025323
0.0005,4.9489e-08,1.5192e-06,9.1439e-06,0.00021367,0.00056887
0.0006,2.6442e-09,1.1023e-07,9.0945e-07,3.9444e-05,0.00012768
0.0007,1.3739e-10,7.88e-09,8.9984e-08,7.2785e-06,2.8653e-05
0.0008,6.9947e-12,5.584e-10,8.8833e-09,1.343e-06,6.4299e-06
0.0009,3.5064e-13,3.9362e-11,8.761e-10,2.4779e-07,1.4429e-06
0.001,1.7365e-14,2.7658e-12,8.6367e-11,4.5718e-08,3.2379e-07
