lamT,lamB0.01lamD0omega0,lamB0.01lamD0omega60,lamB0.01lamD1omega0,lamB0.01lamD1omega60,lamB0.1lamD0omega0,lamB0.1lamD0omega60,lamB0.1lamD1omega0,lamB0.1lamD1omega60
0.5,43.1005806665737,47.4420475684441,47.3609263313075,51.7547185524562,43.1005806665737,47.4420475684441,47.3609263313075,51.7547185524562
1,21.5101377869015,23.6404264233853,23.5897219740162,25.7171950291339,21.5101377869015,23.6404264233853,23.5897219740162,25.7171950291339
2,10.7550314176015,11.8200758229046,11.7946864651965,12.8580987900545,10.7550314176015,11.8200758229046,11.7946864651965,12.8580987900545
3,7.17002094498059,7.88005054753846,7.86312430840949,8.5720658471409,7.17002094498059,7.88005054753846,7.86312430840949,8.5720658471409
4,5.37751570873544,5.91003791065384,5.8973432313071,6.4290493853553,5.37751570873544,5.91003791065384,5.8973432313071,6.4290493853553
5,4.30201256698835,4.72803032852307,4.71787458504568,5.14323950828424,4.30201256698835,4.72803032852307,4.71787458504568,5.14323950828424
