lamT,lamB0.01omega0,lamB0.1omega0,lamB0.2omega0,lamB0.01omega60,lamB0.1omega60,lamB0.2omega60,lamB0.01omega90,lamB0.1omega90,lamB0.2omega90,lamB0.01omega0int,lamB0.1omega0int,lamB0.2omega0int,lamB0.01omega60int,lamB0.1omega60int,lamB0.2omega60int,lamB0.01omega90int,lamB0.1omega90int,lamB0.2omega90int
0.5,334.047872594141,368.506162705002,413.307955662569,355.753599578487,393.777675235158,441.41394794123,371.071898772031,411.453272952853,460.243833174271,4.26947108011936,4.29212977995717,4.85276969984746,4.4132935520585,4.40361133058968,5.00330455887262,4.43297014679895,4.42275596687837,5.03743148095859
1,213.409750482768,239.134003337969,268.006330105457,248.117115504876,273.971122881176,306.958555336881,266.845496028862,296.351471945984,332.105045277658,3.51825292708809,3.52812200218701,3.93309305030956,3.82726890652105,3.78637408614041,4.24433727204964,3.97117300754728,3.92718647941194,4.41773457218847
2,101.074064508056,111.057367704595,126.991686320785,124.72928045506,137.579189401361,156.786225349183,141.837621420698,158.165595755579,178.844632754171,1.73202991633504,1.86411221101093,1.90688725659859,2.21975464468263,2.24200759132666,2.35435602262859,2.5832007044727,2.55710799434061,2.73609934387962
3,60.8124067411563,65.1636047005696,75.9762287446871,75.1726459963543,82.052832780325,95.9039323726544,85.7058589348047,94.0141255377584,109.29518739395,0.700591123145118,1.01987530203877,1.0887295182087,1.07985191569833,1.35312202474027,1.32617645845761,1.40894238665588,1.57922340349547,1.5800136083886
4,43.8555047188595,45.7935060798272,51.2111687328412,54.1408099753643,56.2623507626729,67.5029217510161,61.2479366102925,66.2145057860124,78.0967889579281,0.342663815310264,0.662271693024841,0.774305556061404,0.58958034377496,0.844028711836219,1.01158050591457,0.766123420468713,1.0878786048035,1.15564071777177
5,34.2921151695951,34.4870320392208,37.4832075548075,41.9845899990344,42.4526691515943,48.3820097654321,47.191774177584,48.980546753881,57.9920009149747,0.238866988155578,0.306955588327427,0.557316581700583,0.366060168813586,0.522541515396258,0.76322466943464,0.445525876611105,0.69690908814197,0.920881184701375
