lamT,lamD0.0001omega0,lamD0.0001omega60,lamD10omega0,lamD10omega60
4.3,0.999998640947178,0.999987086906951,0.99584759498753,0.989642623691157
4.31,0.999998682978999,0.999987420580987,0.995900217014677,0.989752119386937
4.32,0.99999872371089,0.999987745632894,0.995952172180635,0.989860457520509
4.33,0.999998763183053,0.999988062285466,0.996003468936311,0.989967650329342
4.34,0.99999880143445,0.999988370755744,0.996054115625517,0.990073709921534
4.35,0.999998838502834,0.999988671255156,0.996104120486326,0.99017864827718
4.36,0.999998874424794,0.99998896398967,0.996153491652412,0.990282477249723
4.37,0.999998909235785,0.99998924915993,0.996202237154375,0.990385208567296
4.38,0.999998942970166,0.999989526961398,0.996250364921044,0.990486853834042
4.39,0.999998975661234,0.999989797584481,0.996297882780771,0.990587424531431
4.4,0.999999007341256,0.999990061214671,0.996344798462701,0.990686932019552
4.41,0.999999038041501,0.999990318032662,0.99639111959803,0.990785387538398
4.42,0.999999067792271,0.999990568214482,0.996436853721245,0.990882802209135
4.43,0.99999909662293,0.999990811931609,0.996482008271354,0.99097918703536
4.44,0.999999124561934,0.999991049351091,0.99652659059309,0.991074552904342
4.45,0.999999151636861,0.999991280635659,0.996570607938111,0.991168910588252
4.46,0.999999177874434,0.999991505943839,0.996614067466176,0.991262270745381
4.47,0.99999920330055,0.999991725430061,0.99665697624631,0.991354643921342
4.48,0.999999227940305,0.999991939244764,0.996699341257958,0.991446040550264
4.49,0.999999251818019,0.999992147534499,0.996741169392112,0.991536470955967
4.5,0.99999927495726,0.999992350442032,0.99678246745244,0.99162594535313
4.51,0.999999297380867,0.999992548106439,0.99682324215639,0.991714473848448
4.52,0.999999319110973,0.999992740663203,0.996863500136279,0.991802066441767
4.53,0.999999340169026,0.999992928244304,0.996903247940377,0.991888733027218
4.54,0.99999936057581,0.999993110978313,0.996942492033971,0.991974483394334
4.55,0.999999380351467,0.99999328899048,0.996981238800412,0.992059327229155
4.56,0.999999399515517,0.999993462402816,0.997019494542161,0.992143274115324
4.57,0.999999418086875,0.999993631334181,0.997057265481807,0.992226333535166
4.58,0.999999436083871,0.999993795900364,0.997094557763084,0.992308514870762
4.59,0.999999453524268,0.99999395621416,0.997131377451867,0.992389827405008
4.6,0.999999470425282,0.999994112385451,0.997167730537163,0.992470280322663
4.61,0.999999486803593,0.99999426452128,0.997203622932079,0.992549882711387
4.62,0.999999502675367,0.999994412725922,0.997239060474789,0.992628643562768
4.63,0.99999951805627,0.999994557100959,0.997274048929482,0.992706571773337
4.64,0.999999532961484,0.999994697745349,0.997308593987298,0.992783676145573
4.65,0.999999547405719,0.999994834755491,0.997342701267257,0.992859965388896
4.66,0.999999561403234,0.999994968225294,0.997376376317169,0.992935448120654
4.67,0.999999574967843,0.99999509824624,0.99740962461454,0.993010132867094
4.68,0.999999588112936,0.999995224907448,0.997442451567461,0.993084028064324
4.69,0.999999600851487,0.999995348295733,0.997474862515488,0.993157142059269
4.7,0.999999613196069,0.999995468495667,0.99750686273051,0.993229483110613
4.71,0.999999625158866,0.999995585589638,0.997538457417608,0.993301059389729
4.72,0.999999636751686,0.999995699657903,0.997569651715901,0.993371878981607
4.73,0.999999647985972,0.999995810778647,0.997600450699381,0.993441949885761
4.74,0.999999658872812,0.999995919028033,0.997630859377739,0.993511280017138
4.75,0.999999669422952,0.999996024480258,0.99766088269718,0.993579877207012
4.76,0.999999679646804,0.999996127207599,0.997690525541228,0.993647749203862
4.77,0.99999968955446,0.999996227280469,0.997719792731518,0.993714903674256
4.78,0.9999996991557,0.999996324767457,0.997748689028585,0.993781348203711
4.79,0.999999708459999,0.999996419735384,0.997777219132632,0.993847090297553
4.8,0.999999717476541,0.999996512249342,0.997805387684301,0.993912137381762
4.81,0.999999726214226,0.999996602372741,0.997833199265422,0.993976496803812
4.82,0.999999734681678,0.999996690167353,0.997860658399763,0.994040175833504
4.83,0.999999742887254,0.999996775693355,0.997887769553763,0.994103181663782
4.84,0.999999750839055,0.999996859009367,0.997914537137259,0.994165521411548
4.85,0.999999758544928,0.999996940172495,0.997940965504204,0.994227202118467
4.86,0.999999766012479,0.999997019238369,0.997967058953376,0.994288230751761
4.87,0.999999773249079,0.999997096261183,0.997992821729074,0.994348614204995
4.88,0.99999978026187,0.999997171293729,0.998018258021811,0.994408359298858
4.89,0.999999787057775,0.999997244387436,0.998043371968996,0.994467472781932
4.9,0.999999793643501,0.999997315592403,0.998068167655605,0.994525961331455
4.91,0.999999800025548,0.999997384957436,0.998092649114847,0.994583831554074
4.92,0.999999806210216,0.999997452530077,0.998116820328819,0.994641089986592
4.93,0.999999812203609,0.999997518356643,0.998140685229155,0.994697743096709
4.94,0.999999818011643,0.999997582482252,0.998164247697664,0.994753797283746
4.95,0.999999823640049,0.999997644950857,0.998187511566964,0.994809258879375
4.96,0.999999829094385,0.999997705805274,0.9982104806211,0.99486413414833
4.97,0.999999834380032,0.999997765087215,0.998233158596165,0.994918429289116
4.98,0.999999839502209,0.999997822837311,0.998255549180907,0.994972150434709
4.99,0.999999844465971,0.999997879095147,0.998277656017327,0.995025303653247
5,0.999999849276217,0.999997933899281,0.99829948270127,0.99507789494872
