lamT,lamD0.0001omega0,lamD0.0001omega60,lamD10omega0,lamD10omega60
4.1,0.999997452530077,0.999978201619911,0.994641089986592,0.987189569625858
4.11,0.999997531316419,0.999978764889566,0.994709001644379,0.987324998420297
4.12,0.999997607666112,0.999979313604346,0.99477605268065,0.987458995494035
4.13,0.999997681654516,0.999979848140348,0.994842254001769,0.987591575982878
4.14,0.999997753354659,0.999980368863952,0.994907616375892,0.987722754862623
4.15,0.999997822837311,0.999980876132069,0.994972150434709,0.987852546950744
4.16,0.999997890171053,0.99998137029239,0.995035866675181,0.98798096690807
4.17,0.999997955422345,0.999981851683619,0.995098775461244,0.988108029240437
4.18,0.999998018655591,0.999982320635709,0.995160887025495,0.988233748300331
4.19,0.999998079933204,0.999982777470088,0.995222211470857,0.988358138288506
4.2,0.999998139315667,0.999983222499876,0.995282758772222,0.988481213255589
4.21,0.999998196861591,0.999983656030105,0.995342538778074,0.988602987103667
4.22,0.999998252627776,0.999984078357922,0.995401561212089,0.988723473587858
4.23,0.999998306669263,0.999984489772798,0.99545983567472,0.988842686317865
4.24,0.999998359039394,0.999984890556723,0.995517371644756,0.98896063875951
4.25,0.999998409789859,0.9999852809844,0.995574178480863,0.989077344236259
4.26,0.999998458970749,0.999985661323435,0.995630265423111,0.989192815930726
4.27,0.999998506630608,0.999986031834517,0.995685641594471,0.989307066886162
4.28,0.999998552816476,0.999986392771602,0.995740316002303,0.989420110007925
4.29,0.999998597573941,0.99998674438208,0.995794297539819,0.989531958064944
