lamT,lamB0.005omega0,lamB0.01omega0,lamB0.005omega60,lamB0.01omega60,lamB0.005omega0int,lamB0.01omega0int,lamB0.005omega60int,lamB0.01omega60int
0.5,329.671239749581,331.42230916695,356.026006391797,358.177330921777,2.71307266934297,2.59473801146327,2.76194003123233,2.64586022754778
1,209.668479923537,211.157011644062,242.381818962301,244.59458892464,2.16360621350153,2.15134439069705,2.35188002309248,2.33431188759689
2,99.3603279788888,99.51128026311,122.962015107745,124.381136730233,1.0303480260956,1.07292352293654,1.3544308067087,1.41944088947572
3,60.5593023772858,60.5700601843365,74.5252372352626,75.1313776399714,0.465759050642945,0.471479026480992,0.648194669053509,0.706327201332326
4,43.7141591102341,43.6887485497828,53.8340414185449,53.8482031191058,0.228665876717111,0.229312624324784,0.352268629332549,0.373641431489411
5,34.0244926372261,34.012744351556,41.5302512571279,41.6320527112059,0.143108010055312,0.141786028443174,0.208665192384004,0.224280376387899
