lamT,lamB0.01omega0,lamB0.1omega0,lamB0.2omega0,lamB0.01omega60,lamB0.1omega60,lamB0.2omega60,lamB0.01omega90,lamB0.1omega90,lamB0.2omega90,lamB0.01omega0int,lamB0.1omega0int,lamB0.2omega0int,lamB0.01omega60int,lamB0.1omega60int,lamB0.2omega60int,lamB0.01omega90int,lamB0.1omega90int,lamB0.2omega90int
0.5,0.0180942548638327,0.18925398011458,0.375912093771171,0.0207808831307819,0.208215240103392,0.399592304697986,0.0227072320156519,0.221448602857415,0.415382064058027,0.000549808143698809,0.00374344401972903,0.0050569542140367,0.000588236274565338,0.00391704675684033,0.00511269479381283,0.000608342783484879,0.00400412493130758,0.0051391164500835
1,0.00708455858105326,0.092630264078097,0.227812992976764,0.00957222996591394,0.117674334651328,0.27215288078256,0.0114047337465485,0.135076999646853,0.299986161043453,0.000370040318667339,0.00288334046498813,0.00465682907569117,0.00042055292629654,0.00315604785286388,0.00483573963431163,0.00045392003875591,0.00331609264655914,0.00492138207801886
2,0.000648598709889528,0.0145868107785378,0.0577438233692797,0.00136156727356747,0.027416288358859,0.094139047299974,0.00218967512643984,0.0386501295141005,0.121066662245466,0.000108576315486329,0.0010736738862113,0.00241845226568378,0.000158808225315669,0.0015051523926413,0.00313162967613318,0.000204189332168801,0.00181378013043836,0.0035464419017399
3,1.76413462800158e-05,0.00159542947644666,0.0109285771289858,0.000138378615485564,0.00481402131102357,0.0246853404028871,0.000307786962457337,0.00819785644526123,0.0375471956090839,6.475025114274e-06,0.000244757305251556,0.000848481550841091,4.72357133441519e-05,0.000554804950763985,0.00144869440317679,7.31006609792841e-05,0.000751278200328404,0.0018486510322461
4,7.1066517974285e-07,0.000208569782209391,0.00217943814746787,2.39073852007347e-05,0.00106499286538964,0.00734946387299923,7.34896392023092e-05,0.00223317258462346,0.012871566285752,1.01201795563918e-06,7.28983425795757e-05,0.000298034430336001,2.1719480984003e-05,0.00022985465064226,0.000701793971643838,3.92105650301497e-05,0.000383194146067785,0.00102555690650992
5,3.46214904224613e-07,2.8809249540803e-05,0.000364388640776697,8.23638677512464e-06,0.000202903622408815,0.00170896313172397,1.39763972710575e-05,0.0004253589372868,0.00341724500262394,5.16295044126674e-07,2.26829268605813e-05,9.31451215658815e-05,1.47614931734771e-05,0.00012077630019309,0.000303588329632694,1.70115038499188e-05,0.000160929804774296,0.000432137037142731
