lamT,lamD0omega0,lamD0omega60,lamD1omega0,lamD1omega60
0.78,0.913754336136844,0.891394333027317,0.899504001251327,0.876634022370928
0.79,0.916421826588083,0.894441886148371,0.902421125133,0.879899707877922
0.8,0.919006814279313,0.897403922737144,0.905253572889782,0.883078945710805
0.81,0.921511850936786,0.900282842449032,0.908003802437902,0.886174024271304
0.82,0.923939409364462,0.903080977603375,0.910674200347003,0.889187171383666
0.83,0.926291885884994,0.905800595072956,0.913267083911143,0.892120555898232
0.84,0.928571602705222,0.908443898120477,0.915784703159673,0.89497628925257
0.85,0.930780810208493,0.911013028183503,0.918229242809748,0.897756426991273
0.86,0.932921689176093,0.913510066609323,0.920602824162163,0.90046297024554
0.87,0.934996352939965,0.915937036341122,0.922907506942152,0.903097867173571
0.88,0.937006849468851,0.918295903556846,0.925145291086764,0.905663014362852
0.89,0.938955163389906,0.920588579262073,0.927318118480346,0.908160258195306
0.9,0.940843217947793,0.922816920838191,0.929427874639654,0.91059139617631
