0,0.035,0.22667,0.096667,1.0933,0,0.0016667,0.01,0.013333,0.22833,0,0,0,0.0066667,0.05,0,0,0,0,0
NaN,0.15511,0.29873,0.14856,0.36356,NaN,0.1079,0.085783,0.067913,0.091036,NaN,NaN,NaN,0.036325,0.074907,NaN,NaN,NaN,NaN,NaN
0,0.005429,0.067712,0.014361,0.39749,0,0.00017983,0.00085783,0.0009055,0.020787,0,0,0,0.00024217,0.0037453,0,0,0,0,0
0.087873,1.0842,1.4251,4.9851,8.6728,0.15441,1.4138,3.6589,10.415,30.354,0.66444,5.2832,10.803,33.053,41.705,1.1609,12.817,20.163,76.168,68.52
0.25,0.16667,0.25,0.125,0.16667,0.1,0.125,0.1,0.0625,0.045455,0.025,0.033333,0.035714,0.03125,0.033333,0.017241,0.013514,0.016667,0.0125,0.017857
0.045739,0.06991,0.098548,0.18451,0.2244,0.0020921,0.0048874,0.0097116,0.034042,0.050356,NaN,1.6699e-06,9.2946e-06,0.00021382,0.00056902,NaN,2.7885e-12,8.6389e-11,4.5718e-08,3.2379e-07
