0.0022222,0.0029167,0,0,0,0,0,0.075139,0.16736,0,0.00013889,0,0,0,0.22708,0.45472,0.00013889,0.015694,0.00013889,0,0,0.0019444,0.0026389,0,0,0,0,0,0.075417,0.17111,0,0.0011111,0.00055556,0,0,0.22764,0.46,0.00027778,0.034722,0.0058333,0.00013889,0,0.045417,0.00375,0,0,0,0,0,0.38917,0.16708,0,0.0015278,0.00055556,0,0,0.61125,0.47097,0.00041667,0.035972,0.0069444,0.00083333,0
0.17544,0.43793,NaN,NaN,NaN,NaN,NaN,0.28575,0.29633,NaN,0.0021,NaN,NaN,NaN,0.29748,0.31121,0.052,0.078335,0.0665,NaN,NaN,0.13468,0.26474,NaN,NaN,NaN,NaN,NaN,0.26402,0.28288,NaN,0.051513,0.10078,NaN,NaN,0.27726,0.32616,0.12345,0.099221,0.09325,0.0078,NaN,0.52688,0.17961,NaN,NaN,NaN,NaN,NaN,0.57695,0.29302,NaN,0.053173,0.13887,NaN,NaN,0.64314,0.32584,0.1065,0.092672,0.16309,0.06885,NaN
0.00038988,0.0012773,0,0,0,0,0,0.021471,0.049594,0,2.9167e-07,0,0,0,0.067552,0.14151,7.2222e-06,0.0012294,9.2361e-06,0,0,0.00026188,0.00069861,0,0,0,0,0,0.019911,0.048405,0,5.7236e-05,5.5986e-05,0,0,0.063115,0.15003,3.4292e-05,0.0034452,0.00054396,1.0833e-06,0,0.023929,0.00067356,0,0,0,0,0,0.22453,0.048958,0,8.1236e-05,7.7153e-05,0,0,0.39312,0.15346,4.4375e-05,0.0033336,0.0011326,5.7375e-05,0
2,2,10,8,8,17,20,2,2,10,8,8,17,20,2,2,10,8,8,17,20,2,2,10,8,8,17,20,2,2,10,8,8,17,20,2,2,10,8,8,17,20,2,2,10,8,8,17,20,2,2,10,8,8,17,20,2,2,10,8,8,17,20
2,2,10,8,8,17,20,2,2,10,8,8,17,20,2,2,10,8,8,17,20,2,2,9,7,5,15,17,2,2,9,7,5,15,17,2,2,9,7,5,15,17,1,2,9,7,5,13,15,1,2,9,7,5,13,15,1,2,9,7,5,13,15
