0,0,0.10833,0.10333,0.09,0,0,0,0.005,0.0066667,0,0,0,0,0.016667,0,0,0,0,0
NaN,NaN,0.088803,0.051344,0.059396,NaN,NaN,NaN,0.011833,0.020975,NaN,NaN,NaN,NaN,0.03699,NaN,NaN,NaN,NaN,NaN
0,0,0.0096203,0.0053055,0.0053457,0,0,0,5.9167e-05,0.00013983,0,0,0,0,0.0006165,0,0,0,0,0
0.20068,2.3757,1.4775,8.0021,7.8823,0.22253,3.5651,3.4773,15.099,13.535,0.6303,6.3972,12.961,19.827,17.314,1.2771,7.4327,18.952,54.118,72.167
0.04,0.04,0.1,0.05,0.05,0.033333,0.02,0.033333,0.025,0.028571,0.011765,0.011765,0.013333,0.018182,0.028571,0.0054054,0.0090909,0.0074074,0.0064516,0.0060606
0.044219,0.053536,0.064356,0.098548,0.11604,NaN,0.0028661,0.0041418,0.0097116,0.013466,NaN,4.3977e-07,1.104e-06,9.2946e-06,2.1042e-05,NaN,1.934e-13,1.2188e-12,8.6389e-11,4.4275e-10
