0,9.2593e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018519,0,0,0,0
NaN,0.2261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.379,NaN,NaN,NaN,NaN
0,2.0935e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0185e-05,0,0,0,0
5,3,6,12,10,15,5,3,6,12,10,15,5,3,6,12,10,15,5,3,6,12,10,15
5,3,6,12,10,15,5,3,6,12,10,15,5,3,6,12,10,11,5,3,6,12,10,11
