0.021852,0,0,0,0,0,0.046574,0,0,0,0,0,0.022037,0,0,0,0,0,0.047407,0.00018519,9.2593e-05,0,0,0
0.53918,NaN,NaN,NaN,NaN,NaN,0.48749,NaN,NaN,NaN,NaN,NaN,0.48994,NaN,NaN,NaN,NaN,NaN,0.494,0.0924,0.2821,NaN,NaN,NaN
0.011782,0,0,0,0,0,0.022704,0,0,0,0,0,0.010797,0,0,0,0,0,0.023419,1.7111e-05,2.612e-05,0,0,0
1,4,4,7,12,17,1,4,4,7,12,17,1,4,4,7,12,17,1,4,4,7,12,17
1,4,4,7,12,17,1,4,4,7,12,17,1,3,3,6,9,15,1,3,3,6,9,15
