0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083333,0,0,0,0,0,0.0011111,0,0,0,0
0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0.26103,NaN,NaN,NaN,NaN,0,0.3166,NaN,NaN,NaN,NaN
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021753,0,0,0,0,0,0.00035178,0,0,0,0
0,3,4,14,11,15,0,3,4,14,11,15,0,3,4,14,11,15,0,3,4,14,11,15
0,3,4,14,11,15,0,3,4,14,11,15,0,2,3,14,10,12,0,2,3,14,10,12
