0,0,0,0,0,0,0.00018519,9.2593e-05,0,0,0,0,0.00055556,0.0010185,0.00027778,0,0,0,0.0022222,0.0034259,0.00064815,0,0,0
NaN,NaN,NaN,NaN,NaN,NaN,0.05045,0.2363,NaN,NaN,NaN,NaN,0.26218,0.41448,0.19977,NaN,NaN,NaN,0.2598,0.23513,0.15561,NaN,NaN,NaN
0,0,0,0,0,0,9.3426e-06,2.188e-05,0,0,0,0,0.00014566,0.00042216,5.5491e-05,0,0,0,0.00057734,0.00080555,0.00010086,0,0,0
3,3,4,11,19,16,3,3,4,11,19,16,3,3,4,11,19,16,3,3,4,11,19,16
3,3,4,11,19,16,3,3,4,11,19,16,2,2,3,11,19,15,2,2,3,11,19,15
