0.017685,0.0013889,0,0,0,0,0.035463,0.0044444,0,0,0,0,0.01787,0.029722,0,0,0,0,0.035648,0.054537,0,0,0,0
0.60134,0.23455,NaN,NaN,NaN,NaN,0.48889,0.27759,NaN,NaN,NaN,NaN,0.50145,0.50093,NaN,NaN,NaN,NaN,0.50043,0.50334,NaN,NaN,NaN,NaN
0.010635,0.00032577,0,0,0,0,0.017338,0.0012337,0,0,0,0,0.0089611,0.014889,0,0,0,0,0.017839,0.027451,0,0,0,0
1,2,7,12,11,11,1,2,7,12,11,11,1,2,7,12,11,11,1,2,7,12,11,11
1,2,7,12,11,11,1,2,7,12,11,11,1,1,5,11,9,11,1,1,5,11,9,11
