lamT,lamB0.01lamD0omega0,lamB0.01lamD0omega60,lamB0.01lamD1omega0,lamB0.01lamD1omega60,lamB0.1lamD0omega0,lamB0.1lamD0omega60,lamB0.1lamD1omega0,lamB0.1lamD1omega60
0.5,79.7265009551117,96.0040340808351,95.5728973806472,115.534567810823,79.7265009551117,96.0040340808351,95.5728973806472,115.534567810823
1,39.7889460601718,47.747920960885,47.5392107723489,57.0544168747336,39.7889460601718,47.747920960885,47.5392107723489,57.0544168747336
2,19.8944036499221,23.8732843987625,23.768962496507,28.5227556700761,19.8944036499221,23.8732843987625,23.768962496507,28.5227556700761
3,13.2629357664534,15.9155229197445,15.8459749860793,19.0151699833671,13.2629357664534,15.9155229197445,15.8459749860793,19.0151699833671
4,9.94720182484007,11.9366421898081,11.8844812395592,14.2613774874711,9.94720182484007,11.9366421898081,11.8844812395592,14.2613774874711
5,7.95776145987206,9.54931375184647,9.50758499164738,11.4091019899769,7.95776145987206,9.54931375184647,9.50758499164738,11.4091019899769
