lamT,lamB0.01lamD0omega0,lamB0.01lamD0omega60,lamB0.01lamD1omega0,lamB0.01lamD1omega60,lamB0.1lamD0omega0,lamB0.1lamD0omega60,lamB0.1lamD1omega0,lamB0.1lamD1omega60
0.5,0.0013927440524451,0.00315581080436923,0.031227432173651,0.052479387109553,0.0514315969868247,0.0882002193228217,0.207316223559919,0.287524947179386
1,6.89248698728775e-06,4.24655245723833e-05,0.000928461519891119,0.00314666215209687,0.00135436149052403,0.00477963963147836,0.0195129238518312,0.0450389318391002
2,8.4402487021005e-11,3.84465670138659e-09,4.1038283200993e-07,5.65643557468643e-06,4.69584523487033e-07,7.01804477643488e-06,8.6431186552844e-05,0.000552564762129694
3,7.75167928695745e-16,2.61059741408379e-13,1.36042850350093e-10,7.62600063115862e-09,1.22110839447982e-10,7.72855637896869e-09,2.8713085487563e-07,5.08439816198711e-06
4,6.32825288960874e-21,1.57568615070668e-17,4.00875706785146e-14,9.13899219292242e-12,2.82255319848643e-14,7.56533391730864e-12,8.47884566874013e-10,4.15856407812948e-08
5,4.84331964795464e-26,8.91601537305649e-22,1.10742680438282e-17,1.02676499053091e-14,6.11647678630105e-18,6.94271120236256e-15,2.34727986343931e-12,3.18873566268424e-10
